SEMESTER,UT DAY,UT START TIME,UT END TIME,MJD START TIME,MJD END TIME,PROGRAM,OBSERVER
2011A,07-07,04:20:00.000,16:00:00.000,55749.180555555555,55749.666666666664,085,Liu
2011A,07-07,13:30:00.000,16:00:00.000,55749.5625,55749.666666666664,057,Young
2011A,07-08,04:00:00.000,04:20:00.000,55750.166666666664,55750.180555555555,064,Schaller
2011A,07-08,04:20:00.000,10:10:00.000,55750.180555555555,55750.42361111111,033,Shara
2011A,07-09,04:00:00.000,04:20:00.000,55751.166666666664,55751.180555555555,064,Schaller
2011A,07-09,04:20:00.000,10:10:00.000,55751.180555555555,55751.42361111111,033,Shara
2011A,07-09,10:10:00.000,16:00:00.000,55751.42361111111,55751.666666666664,083,Anglada
2011A,07-10,04:00:00.000,04:20:00.000,55752.166666666664,55752.180555555555,064,Schaller
2011A,07-10,04:20:00.000,10:10:00.000,55752.180555555555,55752.42361111111,033,Shara
2011A,07-10,10:10:00.000,16:00:00.000,55752.42361111111,55752.666666666664,083,Anglada
2011A,07-11,04:00:00.000,06:00:00.000,55753.166666666664,55753.25,033,Shara
2011A,07-11,06:00:00.000,11:30:00.000,55753.25,55753.479166666664,081,Zhao
2011A,07-11,10:10:00.000,16:00:00.000,55753.42361111111,55753.666666666664,083,Anglada
2011A,07-12,04:00:00.000,04:20:00.000,55754.166666666664,55754.180555555555,064,Schaller
2011A,07-12,04:20:00.000,10:10:00.000,55754.180555555555,55754.42361111111,033,Shara
2011A,07-12,11:30:00.000,16:00:00.000,55754.479166666664,55754.666666666664,083,Anglada
2011A,07-13,04:00:00.000,04:20:00.000,55755.166666666664,55755.180555555555,064,Schaller
2011A,07-13,04:20:00.000,10:10:00.000,55755.180555555555,55755.42361111111,033,Shara
2011A,07-13,10:10:00.000,16:00:00.000,55755.42361111111,55755.666666666664,083,Anglada
2011A,07-14,00:00:00.000,07:30:00.000,55756.0,55756.3125,997,Fouchet
2011A,07-14,07:30:00.000,14:30:00.000,55756.3125,55756.604166666664,999,Engineering
2011A,07-14,10:10:00.000,16:00:00.000,55756.42361111111,55756.666666666664,083,Anglada
2011A,07-15,00:00:00.000,05:00:00.000,55757.0,55757.208333333336,997,Fouchet
2011A,07-15,05:00:00.000,10:10:00.000,55757.208333333336,55757.42361111111,065,Yang
2011A,07-15,14:30:00.000,16:00:00.000,55757.604166666664,55757.666666666664,087,Covey
2011A,07-16,00:00:00.000,04:45:00.000,55758.0,55758.197916666664,997,Fouchet
2011A,07-16,04:45:00.000,10:25:00.000,55758.197916666664,55758.43402777778,058,Sellgren
2011A,07-16,10:10:00.000,16:00:00.000,55758.42361111111,55758.666666666664,083,Anglada
2011A,07-17,00:00:00.000,04:45:00.000,55759.0,55759.197916666664,997,Fouchet
2011A,07-17,04:45:00.000,10:25:00.000,55759.197916666664,55759.43402777778,058,Sellgren
2011A,07-17,10:25:00.000,16:00:00.000,55759.43402777778,55759.666666666664,003,Grundy
2011A,07-18,00:00:00.000,04:45:00.000,55760.0,55760.197916666664,997,Fouchet
2011A,07-18,04:45:00.000,10:25:00.000,55760.197916666664,55760.43402777778,058,Sellgren
2011A,07-18,10:25:00.000,16:00:00.000,55760.43402777778,55760.666666666664,045,Blagen
2011A,07-19,00:00:00.000,04:45:00.000,55761.0,55761.197916666664,997,Fouchet
2011A,07-19,04:45:00.000,10:25:00.000,55761.197916666664,55761.43402777778,058,Sellgren
2011A,07-19,10:25:00.000,16:00:00.000,55761.43402777778,55761.666666666664,045,Blagen
2011A,07-20,04:00:00.000,04:20:00.000,55762.166666666664,55762.180555555555,064,Schaller
2011A,07-20,04:20:00.000,16:00:00.000,55762.180555555555,55762.666666666664,085,Liu
2011A,07-20,10:25:00.000,16:00:00.000,55762.43402777778,55762.666666666664,045,Blagen
2011A,07-21,04:00:00.000,04:20:00.000,55763.166666666664,55763.180555555555,064,Schaller
2011A,07-21,04:20:00.000,12:00:00.000,55763.180555555555,55763.5,090,Chambers
2011A,07-22,04:00:00.000,04:20:00.000,55764.166666666664,55764.180555555555,064,Schaller
2011A,07-22,04:20:00.000,09:59:00.000,55764.180555555555,55764.415972222225,069,Cushing
2011A,07-22,09:59:00.000,16:00:00.000,55764.415972222225,55764.666666666664,047,Adams
2011A,07-22,12:00:00.000,16:00:00.000,55764.5,55764.666666666664,046,Howell
2011A,07-23,00:00:00.000,04:00:00.000,55765.0,55765.166666666664,996,Orton
2011A,07-23,04:00:00.000,09:59:00.000,55765.166666666664,55765.415972222225,055,Sargent
2011A,07-23,09:59:00.000,14:00:00.000,55765.415972222225,55765.583333333336,074,Lim
2011A,07-24,04:00:00.000,09:59:00.000,55766.166666666664,55766.415972222225,055,Sargent
2011A,07-24,09:59:00.000,14:00:00.000,55766.415972222225,55766.583333333336,074,Lim
2011A,07-24,14:00:00.000,16:00:00.000,55766.583333333336,55766.666666666664,010,Orton
2011A,07-25,04:00:00.000,08:00:00.000,55767.166666666664,55767.333333333336,055,Sargent
2011A,07-25,08:00:00.000,14:00:00.000,55767.333333333336,55767.583333333336,074,Lim
2011A,07-25,14:00:00.000,16:00:00.000,55767.583333333336,55767.666666666664,010,Orton
2011A,07-26,02:00:00.000,04:00:00.000,55768.083333333336,55768.166666666664,Orton,
2011A,07-26,04:00:00.000,08:00:00.000,55768.166666666664,55768.333333333336,055,Sargent
2011A,07-26,08:00:00.000,12:30:00.000,55768.333333333336,55768.520833333336,074,Lim
2011A,07-26,14:00:00.000,16:00:00.000,55768.583333333336,55768.666666666664,010,Orton
2011A,07-27,04:00:00.000,09:00:00.000,55769.166666666664,55769.375,069,Cushing
2011A,07-27,09:00:00.000,16:00:00.000,55769.375,55769.666666666664,017,Sitko
2011A,07-27,12:30:00.000,16:00:00.000,55769.520833333336,55769.666666666664,046,Howell
2011A,07-28,04:00:00.000,09:00:00.000,55770.166666666664,55770.375,069,Cushing
2011A,07-28,09:00:00.000,16:00:00.000,55770.375,55770.666666666664,017,Sitko
2011A,07-29,04:00:00.000,09:00:00.000,55771.166666666664,55771.375,016,Sitko
2011A,07-29,09:00:00.000,16:00:00.000,55771.375,55771.666666666664,017,Sitko
2011A,07-30,04:00:00.000,09:00:00.000,55772.166666666664,55772.375,015,Sitko
2011A,07-30,09:00:00.000,16:00:00.000,55772.375,55772.666666666664,017,Sitko
2011A,07-31,04:00:00.000,08:00:00.000,55773.166666666664,55773.333333333336,016,Sitko
2011A,07-31,08:00:00.000,16:00:00.000,55773.333333333336,55773.666666666664,047,Adams
2011B,08-01,04:00:00.000,04:20:00.000,55774.166666666664,55774.180555555555,092,Schaller
2011B,08-01,04:20:00.000,16:00:00.000,55774.180555555555,55774.666666666664,107,Metchev
2011B,08-02,04:00:00.000,04:20:00.000,55775.166666666664,55775.180555555555,092,Schaller
2011B,08-02,04:20:00.000,16:00:00.000,55775.180555555555,55775.666666666664,107,Metchev
2011B,08-03,04:00:00.000,04:20:00.000,55776.166666666664,55776.180555555555,092,Schaller
2011B,08-03,04:20:00.000,14:00:00.000,55776.180555555555,55776.583333333336,074,Gazak
2011B,08-04,04:00:00.000,10:30:00.000,55777.166666666664,55777.4375,012,Crossfield
2011B,08-04,14:00:00.000,16:00:00.000,55777.583333333336,55777.666666666664,091,Mann
2011B,08-05,04:00:00.000,04:20:00.000,55778.166666666664,55778.180555555555,092,Schaller
2011B,08-05,04:20:00.000,11:00:00.000,55778.180555555555,55778.458333333336,108,Bus
2011B,08-05,10:30:00.000,16:00:00.000,55778.4375,55778.666666666664,091,Mann
2011B,08-06,04:00:00.000,04:20:00.000,55779.166666666664,55779.180555555555,092,Schaller
2011B,08-06,04:20:00.000,16:00:00.000,55779.180555555555,55779.666666666664,108,Bus
2011B,08-06,11:00:00.000,13:00:00.000,55779.458333333336,55779.541666666664,015,Young
2011B,08-06,13:00:00.000,16:00:00.000,55779.541666666664,55779.666666666664,108,Bus
2011B,08-07,04:00:00.000,04:20:00.000,55780.166666666664,55780.180555555555,092,Schaller
2011B,08-07,04:20:00.000,16:00:00.000,55780.180555555555,55780.666666666664,024,DeMeo
2011B,08-08,04:00:00.000,16:00:00.000,55781.166666666664,55781.666666666664,999,Engineering
2011B,08-09,04:00:00.000,16:00:00.000,55782.166666666664,55782.666666666664,999,Engineering
2011B,08-10,04:00:00.000,04:20:00.000,55783.166666666664,55783.180555555555,092,Schaller
2011B,08-10,04:20:00.000,08:00:00.000,55783.180555555555,55783.333333333336,056,Allen
2011B,08-10,08:00:00.000,16:00:00.000,55783.333333333336,55783.666666666664,078,Newton
2011B,08-11,04:00:00.000,04:20:00.000,55784.166666666664,55784.180555555555,092,Schaller
2011B,08-11,04:20:00.000,08:00:00.000,55784.180555555555,55784.333333333336,056,Allen
2011B,08-11,08:00:00.000,16:00:00.000,55784.333333333336,55784.666666666664,078,Newton
2011B,08-12,04:00:00.000,04:20:00.000,55785.166666666664,55785.180555555555,092,Schaller
2011B,08-12,04:20:00.000,08:00:00.000,55785.180555555555,55785.333333333336,058,Emery
2011B,08-12,08:00:00.000,16:00:00.000,55785.333333333336,55785.666666666664,078,Newton
2011B,08-13,04:00:00.000,04:20:00.000,55786.166666666664,55786.180555555555,092,Schaller
2011B,08-13,04:20:00.000,08:00:00.000,55786.180555555555,55786.333333333336,058,Emery
2011B,08-13,08:00:00.000,16:00:00.000,55786.333333333336,55786.666666666664,078,Newton
2011B,08-14,04:00:00.000,04:20:00.000,55787.166666666664,55787.180555555555,092,Schaller
2011B,08-14,04:20:00.000,09:00:00.000,55787.180555555555,55787.375,058,Emery
2011B,08-14,09:00:00.000,15:40:00.000,55787.375,55787.65277777778,101,Volquardsen
2011B,08-15,04:00:00.000,07:00:00.000,55788.166666666664,55788.291666666664,999,Engineering
2011B,08-15,07:00:00.000,12:00:00.000,55788.291666666664,55788.5,012,Crossfield
2011B,08-15,15:40:00.000,16:00:00.000,55788.65277777778,55788.666666666664,028,Orton
2011B,08-16,04:00:00.000,16:00:00.000,55789.166666666664,55789.666666666664,079,Zellem
2011B,08-16,12:00:00.000,16:00:00.000,55789.5,55789.666666666664,002,Kilic
2011B,08-17,04:00:00.000,16:00:00.000,55790.166666666664,55790.666666666664,083,Plavchan
2011B,08-18,04:00:00.000,16:00:00.000,55791.166666666664,55791.666666666664,083,Plavchan
2011B,08-19,04:00:00.000,16:00:00.000,55792.166666666664,55792.666666666664,083,Plavchan
2011B,08-20,04:00:00.000,16:00:00.000,55793.166666666664,55793.666666666664,083,Plavchan
2011B,08-21,04:00:00.000,16:00:00.000,55794.166666666664,55794.666666666664,043,Binzel
2011B,08-22,04:00:00.000,08:00:00.000,55795.166666666664,55795.333333333336,002,Kilic
2011B,08-22,08:00:00.000,09:59:00.000,55795.333333333336,55795.415972222225,015,Young
2011B,08-22,09:59:00.000,16:00:00.000,55795.415972222225,55795.666666666664,002,Kilic
2011B,08-23,04:00:00.000,16:00:00.000,55796.166666666664,55796.666666666664,079,Zellem
2011B,08-24,04:00:00.000,16:00:00.000,55797.166666666664,55797.666666666664,077,Cushing
2011B,08-25,04:00:00.000,08:00:00.000,55798.166666666664,55798.333333333336,999,Engineering
2011B,08-25,08:00:00.000,16:00:00.000,55798.333333333336,55798.666666666664,089,Bloemhard
2011B,08-26,04:00:00.000,12:00:00.000,55799.166666666664,55799.5,032,Reddy
2011B,08-27,04:00:00.000,12:00:00.000,55800.166666666664,55800.5,032,Reddy
2011B,08-27,12:00:00.000,16:00:00.000,55800.5,55800.666666666664,034,Rivkin
2011B,08-28,04:00:00.000,13:00:00.000,55801.166666666664,55801.541666666664,032,Reddy
2011B,08-28,12:00:00.000,16:00:00.000,55801.5,55801.666666666664,034,Rivkin
2011B,08-29,04:00:00.000,13:00:00.000,55802.166666666664,55802.541666666664,032,Reddy
2011B,08-29,13:00:00.000,16:00:00.000,55802.541666666664,55802.666666666664,027,Orton
2011B,08-29,22:30:00.000,03:00:00.000,55802.9375,55802.125,027,Orton
2011B,08-30,04:00:00.000,09:59:00.000,55803.166666666664,55803.415972222225,090,Mann
2011B,08-30,09:59:00.000,16:00:00.000,55803.415972222225,55803.666666666664,027,Orton
2011B,08-30,13:00:00.000,16:00:00.000,55803.541666666664,55803.666666666664,027,Orton
2011B,08-30,22:30:00.000,03:00:00.000,55803.9375,55803.125,027,Orton
2011B,08-31,04:00:00.000,09:59:00.000,55804.166666666664,55804.415972222225,090,Mann
2011B,08-31,09:59:00.000,16:00:00.000,55804.415972222225,55804.666666666664,027,Orton
2011B,08-31,22:30:00.000,03:00:00.000,55804.9375,55804.125,027,Orton
2011B,09-01,04:00:00.000,09:59:00.000,55805.166666666664,55805.415972222225,090,Mann
2011B,09-01,09:59:00.000,16:00:00.000,55805.415972222225,55805.666666666664,076,Covey
2011B,09-02,04:00:00.000,09:59:00.000,55806.166666666664,55806.415972222225,090,Mann
2011B,09-02,09:59:00.000,16:00:00.000,55806.415972222225,55806.666666666664,024,DeMeo
2011B,09-03,04:00:00.000,16:00:00.000,55807.166666666664,55807.666666666664,014,Takir
2011B,09-04,04:00:00.000,16:00:00.000,55808.166666666664,55808.666666666664,014,Takir
2011B,09-05,04:00:00.000,08:00:00.000,55809.166666666664,55809.333333333336,999,Engineering
2011B,09-05,08:00:00.000,16:00:00.000,55809.333333333336,55809.666666666664,010,Melin
2011B,09-06,04:00:00.000,08:00:00.000,55810.166666666664,55810.333333333336,999,Engineering
2011B,09-06,08:00:00.000,16:00:00.000,55810.333333333336,55810.666666666664,010,Melin
2011B,09-06,22:00:00.000,04:00:00.000,55810.916666666664,55810.166666666664,080,DiSanti
2011B,09-07,04:00:00.000,08:00:00.000,55811.166666666664,55811.333333333336,999,Engineering
2011B,09-07,08:00:00.000,16:00:00.000,55811.333333333336,55811.666666666664,010,Melin
2011B,09-07,22:00:00.000,04:00:00.000,55811.916666666664,55811.166666666664,080,DiSanti
2011B,09-08,04:00:00.000,16:00:00.000,55812.166666666664,55812.666666666664,079,Zellem
2011B,09-09,04:00:00.000,16:00:00.000,55813.166666666664,55813.666666666664,002,Kilic
2011B,09-10,04:00:00.000,13:00:00.000,55814.166666666664,55814.541666666664,077,Cushing
2011B,09-11,04:00:00.000,09:00:00.000,55815.166666666664,55815.375,012,Crossfield
2011B,09-11,09:00:00.000,15:40:00.000,55815.375,55815.65277777778,033,Reddy
2011B,09-11,13:00:00.000,16:00:00.000,55815.541666666664,55815.666666666664,005,Sitko
2011B,09-12,04:00:00.000,13:00:00.000,55816.166666666664,55816.541666666664,999,Engineering
2011B,09-12,15:40:00.000,16:00:00.000,55816.65277777778,55816.666666666664,028,Orton
2011B,09-13,04:00:00.000,16:00:00.000,55817.166666666664,55817.666666666664,104,Koss
2011B,09-13,13:00:00.000,16:00:00.000,55817.541666666664,55817.666666666664,005,Sitko
2011B,09-14,04:00:00.000,16:00:00.000,55818.166666666664,55818.666666666664,104,Koss
2011B,09-15,04:00:00.000,16:00:00.000,55819.166666666664,55819.666666666664,079,Zellem
2011B,09-16,04:00:00.000,16:00:00.000,55820.166666666664,55820.666666666664,058,Emery
2011B,09-17,04:00:00.000,08:30:00.000,55821.166666666664,55821.354166666664,014,Takir
2011B,09-17,08:30:00.000,10:30:00.000,55821.354166666664,55821.4375,015,Young
2011B,09-18,03:30:00.000,09:30:00.000,55822.145833333336,55822.395833333336,085,McKay
2011B,09-18,09:30:00.000,16:00:00.000,55822.395833333336,55822.666666666664,014,Takir
2011B,09-18,10:30:00.000,12:00:00.000,55822.4375,55822.5,014,Takir
2011B,09-18,12:00:00.000,16:00:00.000,55822.5,55822.666666666664,005,Sitko
2011B,09-19,03:30:00.000,09:30:00.000,55823.145833333336,55823.395833333336,085,McKay
2011B,09-19,09:30:00.000,16:00:00.000,55823.395833333336,55823.666666666664,999,Engineering
2011B,09-20,03:30:00.000,09:30:00.000,55824.145833333336,55824.395833333336,085,McKay
2011B,09-20,09:30:00.000,16:00:00.000,55824.395833333336,55824.666666666664,999,Engineering
2011B,09-21,04:00:00.000,16:00:00.000,55825.166666666664,55825.666666666664,998,Jorstad
2011B,09-22,04:00:00.000,16:00:00.000,55826.166666666664,55826.666666666664,998,Jorstad
2011B,09-23,04:00:00.000,07:00:00.000,55827.166666666664,55827.291666666664,999,Engineering
2011B,09-23,07:00:00.000,14:00:00.000,55827.291666666664,55827.583333333336,089,Bloemhard
2011B,09-24,04:00:00.000,16:00:00.000,55828.166666666664,55828.666666666664,043,Binzel
2011B,09-24,14:00:00.000,16:00:00.000,55828.583333333336,55828.666666666664,007,Stencel
2011B,09-25,04:00:00.000,09:59:00.000,55829.166666666664,55829.415972222225,070,Yang
2011B,09-25,09:59:00.000,16:00:00.000,55829.415972222225,55829.666666666664,058,Emery
2011B,09-26,04:00:00.000,12:00:00.000,55830.166666666664,55830.5,070,Yang
2011B,09-27,04:00:00.000,09:00:00.000,55831.166666666664,55831.375,999,Engineering
2011B,09-27,09:00:00.000,16:00:00.000,55831.375,55831.666666666664,047,Stallard
2011B,09-27,12:00:00.000,16:00:00.000,55831.5,55831.666666666664,058,Emery
2011B,09-28,04:00:00.000,07:30:00.000,55832.166666666664,55832.3125,102,Gregg
2011B,09-28,07:30:00.000,14:30:00.000,55832.3125,55832.604166666664,089,Bloemhard
2011B,09-29,04:00:00.000,09:00:00.000,55833.166666666664,55833.375,102,Gregg
2011B,09-29,09:00:00.000,15:40:00.000,55833.375,55833.65277777778,047,Stallard
2011B,09-29,14:30:00.000,16:00:00.000,55833.604166666664,55833.666666666664,005,Sitko
2011B,09-30,04:00:00.000,09:00:00.000,55834.166666666664,55834.375,012,Crossfield
2011B,09-30,09:00:00.000,16:00:00.000,55834.375,55834.666666666664,047,Stallard
2011B,09-30,15:40:00.000,16:00:00.000,55834.65277777778,55834.666666666664,028,Orton
2011B,10-01,04:00:00.000,09:00:00.000,55835.166666666664,55835.375,102,Gregg
2011B,10-01,09:00:00.000,16:00:00.000,55835.375,55835.666666666664,047,Stallard
2011B,10-02,04:00:00.000,16:00:00.000,55836.166666666664,55836.666666666664,102,Gregg
2011B,10-03,04:00:00.000,16:00:00.000,55837.166666666664,55837.666666666664,102,Gregg
2011B,10-04,04:00:00.000,09:59:00.000,55838.166666666664,55838.415972222225,102,Gregg
2011B,10-04,09:59:00.000,16:00:00.000,55838.415972222225,55838.666666666664,013,Luhman
2011B,10-05,04:00:00.000,09:59:00.000,55839.166666666664,55839.415972222225,102,Gregg
2011B,10-05,09:59:00.000,16:00:00.000,55839.415972222225,55839.666666666664,013,Luhman
2011B,10-06,04:00:00.000,16:00:00.000,55840.166666666664,55840.666666666664,078,Newton
2011B,10-07,04:00:00.000,16:00:00.000,55841.166666666664,55841.666666666664,078,Newton
2011B,10-08,04:00:00.000,16:00:00.000,55842.166666666664,55842.666666666664,078,Newton
2011B,10-09,03:00:00.000,06:00:00.000,55843.125,55843.25,085,McKay
2011B,10-09,06:00:00.000,16:00:00.000,55843.25,55843.666666666664,033,Reddy
2011B,10-10,03:00:00.000,07:30:00.000,55844.125,55844.3125,085,McKay
2011B,10-10,07:30:00.000,16:00:00.000,55844.3125,55844.666666666664,073,Gazak
2011B,10-11,03:00:00.000,07:30:00.000,55845.125,55845.3125,085,McKay
2011B,10-11,07:30:00.000,16:00:00.000,55845.3125,55845.666666666664,073,Gazak
2011B,10-12,04:00:00.000,09:59:00.000,55846.166666666664,55846.415972222225,113,Liu
2011B,10-12,09:59:00.000,10:20:00.000,55846.415972222225,55846.430555555555,028,Orton
2011B,10-13,04:00:00.000,16:00:00.000,55847.166666666664,55847.666666666664,113,Liu
2011B,10-13,10:20:00.000,16:00:00.000,55847.430555555555,55847.666666666664,113,Liu
2011B,10-14,04:00:00.000,07:00:00.000,55848.166666666664,55848.291666666664,008,Sitko
2011B,10-14,07:00:00.000,13:00:00.000,55848.291666666664,55848.541666666664,113,Liu
2011B,10-15,04:00:00.000,07:00:00.000,55849.166666666664,55849.291666666664,008,Sitko
2011B,10-15,07:00:00.000,09:59:00.000,55849.291666666664,55849.415972222225,059,Hammel
2011B,10-15,09:59:00.000,13:00:00.000,55849.415972222225,55849.541666666664,076,Covey
2011B,10-15,13:00:00.000,16:00:00.000,55849.541666666664,55849.666666666664,008,Sitko
2011B,10-16,04:00:00.000,07:00:00.000,55850.166666666664,55850.291666666664,008,Sitko
2011B,10-16,07:00:00.000,09:59:00.000,55850.291666666664,55850.415972222225,059,Hammel
2011B,10-16,09:59:00.000,13:00:00.000,55850.415972222225,55850.541666666664,076,Covey
2011B,10-16,13:00:00.000,16:00:00.000,55850.541666666664,55850.666666666664,008,Sitko
2011B,10-17,04:00:00.000,07:00:00.000,55851.166666666664,55851.291666666664,008,Sitko
2011B,10-17,07:00:00.000,09:59:00.000,55851.291666666664,55851.415972222225,059,Hammel
2011B,10-17,09:59:00.000,13:00:00.000,55851.415972222225,55851.541666666664,076,Covey
2011B,10-17,13:00:00.000,16:00:00.000,55851.541666666664,55851.666666666664,008,Sitko
2011B,10-18,04:00:00.000,07:00:00.000,55852.166666666664,55852.291666666664,008,Sitko
2011B,10-18,07:00:00.000,13:00:00.000,55852.291666666664,55852.541666666664,058,Emery
2011B,10-18,13:00:00.000,16:00:00.000,55852.541666666664,55852.666666666664,008,Sitko
2011B,10-19,04:00:00.000,16:00:00.000,55853.166666666664,55853.666666666664,045,Vernazza
2011B,10-19,13:00:00.000,16:00:00.000,55853.541666666664,55853.666666666664,008,Sitko
2011B,10-20,04:00:00.000,16:00:00.000,55854.166666666664,55854.666666666664,045,Vernazza
2011B,10-21,04:00:00.000,16:00:00.000,55855.166666666664,55855.666666666664,112,Deming
2011B,10-22,04:00:00.000,06:00:00.000,55856.166666666664,55856.25,046,Tokunaga
2011B,10-22,06:00:00.000,13:00:00.000,55856.25,55856.541666666664,089,Bloemhard
2011B,10-23,04:00:00.000,16:00:00.000,55857.166666666664,55857.666666666664,046,Tokunaga
2011B,10-23,13:00:00.000,16:00:00.000,55857.541666666664,55857.666666666664,046,Tokunaga
2011B,10-24,04:00:00.000,09:00:00.000,55858.166666666664,55858.375,045,Vernazza
2011B,10-24,09:00:00.000,16:00:00.000,55858.375,55858.666666666664,064,Polishook
2011B,10-25,04:00:00.000,09:00:00.000,55859.166666666664,55859.375,045,Vernazza
2011B,10-25,09:00:00.000,16:00:00.000,55859.375,55859.666666666664,064,Polishook
2011B,10-26,04:00:00.000,09:59:00.000,55860.166666666664,55860.415972222225,064,Polishook
2011B,10-26,09:59:00.000,16:00:00.000,55860.415972222225,55860.666666666664,068,Bender
2011B,10-27,04:00:00.000,09:59:00.000,55861.166666666664,55861.415972222225,064,Polishook
2011B,10-27,09:59:00.000,16:00:00.000,55861.415972222225,55861.666666666664,068,Bender
2011B,10-28,04:00:00.000,07:00:00.000,55862.166666666664,55862.291666666664,015,Young
2011B,10-28,07:00:00.000,09:59:00.000,55862.291666666664,55862.415972222225,064,Polishook
2011B,10-28,09:59:00.000,10:20:00.000,55862.415972222225,55862.430555555555,028,Orton
2011B,10-29,04:00:00.000,09:59:00.000,55863.166666666664,55863.415972222225,999,Engineering
2011B,10-29,09:59:00.000,13:00:00.000,55863.415972222225,55863.541666666664,034,Rivkin
2011B,10-29,10:20:00.000,16:00:00.000,55863.430555555555,55863.666666666664,064,Polishook
2011B,10-30,04:00:00.000,13:00:00.000,55864.166666666664,55864.541666666664,046,Tokunaga
2011B,10-30,13:00:00.000,16:00:00.000,55864.541666666664,55864.666666666664,082,Vervack
2011B,10-31,04:00:00.000,12:00:00.000,55865.166666666664,55865.5,091,Mann
2011B,10-31,13:00:00.000,16:00:00.000,55865.541666666664,55865.666666666664,082,Vervack
2011B,11-01,04:00:00.000,16:00:00.000,55866.166666666664,55866.666666666664,051,Lystrup
2011B,11-01,12:00:00.000,16:00:00.000,55866.5,55866.666666666664,101,Volquardsen
2011B,11-02,04:00:00.000,16:00:00.000,55867.166666666664,55867.666666666664,070,Yang
2011B,11-03,04:00:00.000,16:00:00.000,55868.166666666664,55868.666666666664,070,Yang
2011B,11-04,04:00:00.000,16:00:00.000,55869.166666666664,55869.666666666664,063,West
2011B,11-05,04:00:00.000,11:00:00.000,55870.166666666664,55870.458333333336,033,Reddy
2011B,11-06,04:00:00.000,09:00:00.000,55871.166666666664,55871.375,096,Uno
2011B,11-06,09:00:00.000,16:00:00.000,55871.375,55871.666666666664,086,Kim
2011B,11-06,11:00:00.000,13:00:00.000,55871.458333333336,55871.541666666664,005,Sitko
2011B,11-06,13:00:00.000,16:00:00.000,55871.541666666664,55871.666666666664,086,Kim
2011B,11-07,04:00:00.000,16:00:00.000,55872.166666666664,55872.666666666664,077,Cushing
2011B,11-08,04:00:00.000,16:00:00.000,55873.166666666664,55873.666666666664,050,Moskovitz
2011B,11-09,04:00:00.000,09:59:00.000,55874.166666666664,55874.415972222225,050,Moskovitz
2011B,11-09,09:59:00.000,16:00:00.000,55874.415972222225,55874.666666666664,086,Kim
2011B,11-10,04:00:00.000,09:00:00.000,55875.166666666664,55875.375,097,Terrien
2011B,11-10,09:00:00.000,13:00:00.000,55875.375,55875.541666666664,096,Uno
2011B,11-11,04:00:00.000,08:00:00.000,55876.166666666664,55876.333333333336,015,Young
2011B,11-11,04:00:00.000,09:00:00.000,55876.166666666664,55876.375,096,Uno
2011B,11-11,09:59:00.000,10:20:00.000,55876.415972222225,55876.430555555555,028,Orton
2011B,11-11,13:00:00.000,16:00:00.000,55876.541666666664,55876.666666666664,097,Terrien
2011B,11-13,04:00:00.000,06:30:00.000,55878.166666666664,55878.270833333336,097,Terrien
2011B,11-13,06:30:00.000,09:59:00.000,55878.270833333336,55878.415972222225,096,Uno
2011B,11-14,04:00:00.000,07:30:00.000,55879.166666666664,55879.3125,097,Terrien
2011B,11-14,07:30:00.000,16:00:00.000,55879.3125,55879.666666666664,035,Groussin
2011B,11-15,04:00:00.000,07:30:00.000,55880.166666666664,55880.3125,097,Terrien
2011B,11-15,07:30:00.000,16:00:00.000,55880.3125,55880.666666666664,035,Groussin
2011B,11-16,04:00:00.000,08:00:00.000,55881.166666666664,55881.333333333336,096,Uno
2011B,11-16,08:00:00.000,16:00:00.000,55881.333333333336,55881.666666666664,097,Terrien
2011B,11-17,04:00:00.000,09:59:00.000,55882.166666666664,55882.415972222225,027,Orton
2011B,11-17,09:59:00.000,16:00:00.000,55882.415972222225,55882.666666666664,067,Crockett
2011B,11-18,04:00:00.000,09:59:00.000,55883.166666666664,55883.415972222225,027,Orton
2011B,11-18,09:59:00.000,16:00:00.000,55883.415972222225,55883.666666666664,067,Crockett
2011B,11-19,04:00:00.000,16:00:00.000,55884.166666666664,55884.666666666664,067,Crockett
2011B,11-20,04:00:00.000,16:00:00.000,55885.166666666664,55885.666666666664,067,Crockett
2011B,11-21,04:00:00.000,16:00:00.000,55886.166666666664,55886.666666666664,067,Crockett
2011B,11-22,04:00:00.000,16:00:00.000,55887.166666666664,55887.666666666664,067,Crockett
2011B,11-23,04:00:00.000,09:59:00.000,55888.166666666664,55888.415972222225,999,Engineering
2011B,11-23,09:59:00.000,16:00:00.000,55888.415972222225,55888.666666666664,067,Crockett
2011B,11-24,04:00:00.000,16:00:00.000,55889.166666666664,55889.666666666664,999,Engineering
2011B,11-25,04:00:00.000,16:00:00.000,55890.166666666664,55890.666666666664,097,Terrien
2011B,11-26,04:00:00.000,14:00:00.000,55891.166666666664,55891.583333333336,097,Terrien
2011B,11-27,04:00:00.000,09:59:00.000,55892.166666666664,55892.415972222225,087,Howell
2011B,11-27,09:59:00.000,10:20:00.000,55892.415972222225,55892.430555555555,028,Orton
2011B,11-27,14:00:00.000,16:00:00.000,55892.583333333336,55892.666666666664,007,Stencel
2011B,11-28,04:00:00.000,06:00:00.000,55893.166666666664,55893.25,999,Engineering
