SEMESTER,MJD START,MJD END,PROGRAM,PI
2009B,55178.415972222225,55178.791666666664,2009B037,Villanueva
2009B,55178.415972222225,55178.791666666664,2009B065,Tokunaga
2009B,55179.166666666664,55179.415972222225,2009B066,Bender
2009B,55179.415972222225,55179.791666666664,2009B037,Villanueva
2009B,55179.415972222225,55179.791666666664,2009B065,Tokunaga
2009B,55180.166666666664,55180.415972222225,2009B066,Bender
2009B,55180.415972222225,55180.791666666664,2009B037,Villanueva
2009B,55180.415972222225,55180.791666666664,2009B065,Tokunaga
2009B,55181.166666666664,55181.666666666664,2009B999,Engineering
2009B,55182.166666666664,55182.666666666664,2009B999,Engineering
2009B,55183.166666666664,55183.666666666664,2009B999,Engineering
2009B,55184.166666666664,55184.666666666664,2009B999,Engineering
2009B,55185.166666666664,55185.569444444445,2009B095,Espaillat
2009B,55185.569444444445,55185.583333333336,2009B012,Schaller
2009B,55185.583333333336,55185.875,2009B020,Orton
2009B,55185.583333333336,55185.875,2009B021,Orton
2009B,55186.166666666664,55186.569444444445,2009B095,Espaillat
2009B,55186.569444444445,55186.583333333336,2009B012,Schaller
2009B,55186.583333333336,55186.875,2009B020,Orton
2009B,55186.583333333336,55186.875,2009B021,Orton
2009B,55187.166666666664,55187.569444444445,2009B095,Espaillat
2009B,55187.569444444445,55187.583333333336,2009B012,Schaller
2009B,55187.583333333336,55187.875,2009B020,Orton
2009B,55187.583333333336,55187.875,2009B021,Orton
2009B,55188.166666666664,55188.65277777778,2009B083,Lacy
2009B,55188.65277777778,55188.666666666664,2009B012,Schaller
2009B,55188.666666666664,55188.875,2009B020,Orton
2009B,55188.666666666664,55188.875,2009B021,Orton
2009B,55189.166666666664,55189.65277777778,2009B083,Lacy
2009B,55189.65277777778,55189.666666666664,2009B012,Schaller
2009B,55189.666666666664,55189.875,2009B020,Orton
2009B,55189.666666666664,55189.875,2009B021,Orton
2009B,55192.166666666664,55192.520833333336,2009B096,Fischer
2009B,55192.520833333336,55192.666666666664,2009B036,Looper
2009B,55193.166666666664,55193.415972222225,2009B048,Crossfield
2009B,55193.415972222225,55193.65277777778,2009B036,Looper
2009B,55193.65277777778,55193.666666666664,2009B012,Schaller
2009B,55194.166666666664,55194.520833333336,2009B096,Fischer
2009B,55194.520833333336,55194.666666666664,2009B036,Looper
2009B,55195.166666666664,55195.415972222225,2009B096,Fischer
2009B,55195.415972222225,55195.666666666664,2009B048,Crossfield
2009B,55196.166666666664,55196.520833333336,2009B096,Fischer
2009B,55196.520833333336,55196.666666666664,2009B036,Looper
2009B,55198.166666666664,55198.458333333336,2009B076,Mathews
2009B,55198.458333333336,55198.65277777778,2009B036,Looper
2009B,55198.65277777778,55198.666666666664,2009B012,Schaller
2009B,55199.166666666664,55199.458333333336,2009B076,Mathews
2009B,55199.458333333336,55199.65277777778,2009B036,Looper
2009B,55199.65277777778,55199.666666666664,2009B012,Schaller
2009B,55200.166666666664,55200.458333333336,2009B018,Luhman
2009B,55200.458333333336,55200.65277777778,2009B083,Lacy
2009B,55200.65277777778,55200.666666666664,2009B012,Schaller
2009B,55201.166666666664,55201.458333333336,2009B018,Luhman
2009B,55201.458333333336,55201.65277777778,2009B083,Lacy
2009B,55201.65277777778,55201.666666666664,2009B012,Schaller
2009B,55202.166666666664,55202.25,2009B074,Trilling
2009B,55202.25,55202.583333333336,2009B086,Flaherty
2009B,55202.583333333336,55202.666666666664,2009B074,Trilling
2009B,55203.166666666664,55203.666666666664,2009B080,Lim
2009B,55204.166666666664,55204.666666666664,2009B080,Lim
2009B,55205.166666666664,55205.458333333336,2009B076,Mathews
2009B,55205.458333333336,55205.791666666664,2009B020,Orton
2009B,55205.458333333336,55205.791666666664,2009B021,Orton
2009B,55206.166666666664,55206.458333333336,2009B076,Mathews
2009B,55206.458333333336,55206.791666666664,2009B020,Orton
2009B,55206.458333333336,55206.791666666664,2009B021,Orton
2009B,55207.166666666664,55207.666666666664,2009B017,Jones
2009B,55208.166666666664,55208.666666666664,2009B017,Jones
2009B,55209.166666666664,55209.666666666664,2009B017,Jones
2009B,55210.166666666664,55210.415972222225,2009B079,Reipurth
2009B,55210.415972222225,55210.666666666664,2009B999,Engineering
2009B,55211.166666666664,55211.666666666664,2009B011,Schlieder
2009B,55212.166666666664,55212.666666666664,2009B011,Schlieder
2009B,55213.166666666664,55213.415972222225,2009B010,Luhman
2009B,55213.415972222225,55213.65277777778,2009B067,Tokunaga
2009B,55213.65277777778,55213.666666666664,2009B012,Schaller
2009B,55214.166666666664,55214.541666666664,2009B040,Megeath
2009B,55214.541666666664,55214.65277777778,2009B057,Gallagher
2009B,55214.65277777778,55214.666666666664,2009B012,Schaller
2009B,55215.166666666664,55215.541666666664,2009B040,Megeath
2009B,55215.541666666664,55215.65277777778,2009B057,Gallagher
2009B,55215.65277777778,55215.666666666664,2009B012,Schaller
2009B,55216.166666666664,55216.541666666664,2009B040,Megeath
2009B,55216.541666666664,55216.65277777778,2009B057,Gallagher
2009B,55216.65277777778,55216.666666666664,2009B012,Schaller
2009B,55217.166666666664,55217.65277777778,2009B053,Emery
2009B,55217.65277777778,55217.666666666664,2009B012,Schaller
2009B,55218.166666666664,55218.65277777778,2009B053,Emery
2009B,55218.65277777778,55218.666666666664,2009B012,Schaller
2009B,55219.166666666664,55219.4375,2009B091,McClure
2009B,55219.4375,55219.65277777778,2009B036,Looper
2009B,55219.65277777778,55219.666666666664,2009B012,Schaller
2009B,55220.166666666664,55220.4375,2009B091,McClure
2009B,55220.4375,55220.65277777778,2009B036,Looper
2009B,55220.65277777778,55220.666666666664,2009B012,Schaller
2009B,55221.166666666664,55221.4375,2009B091,McClure
2009B,55221.4375,55221.65277777778,2009B036,Looper
2009B,55221.65277777778,55221.666666666664,2009B012,Schaller
2009B,55222.166666666664,55222.4375,2009B091,McClure
2009B,55222.4375,55222.65277777778,2009B036,Looper
2009B,55222.65277777778,55222.666666666664,2009B012,Schaller
2009B,55223.166666666664,55223.4375,2009B091,McClure
2009B,55223.4375,55223.65277777778,2009B036,Looper
2009B,55223.65277777778,55223.666666666664,2009B012,Schaller
2009B,55224.166666666664,55224.4375,2009B091,McClure
2009B,55224.4375,55224.65277777778,2009B036,Looper
2009B,55224.65277777778,55224.666666666664,2009B012,Schaller
2009B,55225.166666666664,55225.65277777778,2009B069,Sheppard
2009B,55225.65277777778,55225.666666666664,2009B012,Schaller
2009B,55226.166666666664,55226.666666666664,2009B069,Sheppard
2009B,55227.166666666664,55227.65277777778,2009B077,Ore
2009B,55227.65277777778,55227.666666666664,2009B012,Schaller
2009B,55228.166666666664,55228.333333333336,2009B088,Mann
2009B,55228.333333333336,55228.65277777778,2009B074,Trilling
2009B,55228.65277777778,55228.666666666664,2009B012,Schaller
2010A,55229.166666666664,55229.395833333336,2010A107,Knez
2010A,55229.395833333336,55229.65277777778,2010A080,Metchev
2010A,55229.65277777778,55229.666666666664,2010A093,Schaller
2010A,55230.166666666664,55230.395833333336,2010A107,Knez
2010A,55230.395833333336,55230.65277777778,2010A024,Sitko
2010A,55230.65277777778,55230.666666666664,2010A093,Schaller
2010A,55231.166666666664,55231.395833333336,2010A107,Knez
2010A,55231.395833333336,55231.666666666664,2010A102,Trafton
2010A,55232.166666666664,55232.395833333336,2010A107,Knez
2010A,55232.395833333336,55232.666666666664,2010A102,Trafton
2010A,55233.166666666664,55233.415972222225,2010A065,Bender
2010A,55233.415972222225,55233.666666666664,2010A102,Trafton
2010A,55234.166666666664,55234.415972222225,2010A065,Bender
2010A,55234.415972222225,55234.666666666664,2010A017,Stallard
2010A,55235.166666666664,55235.4375,2010A043,Crockett
2010A,55235.4375,55235.666666666664,2010A017,Stallard
2010A,55236.166666666664,55236.4375,2010A043,Crockett
2010A,55236.4375,55236.666666666664,2010A017,Stallard
2010A,55237.166666666664,55237.4375,2010A043,Crockett
2010A,55237.4375,55237.666666666664,2010A017,Stallard
2010A,55238.166666666664,55238.4375,2010A043,Crockett
2010A,55238.4375,55238.65277777778,2010A024,Sitko
2010A,55238.65277777778,55238.666666666664,2010A093,Schaller
2010A,55239.166666666664,55239.4375,2010A043,Crockett
2010A,55239.4375,55239.666666666664,2010A039,Bjoraker
2010A,55240.166666666664,55240.4375,2010A043,Crockett
2010A,55240.4375,55240.666666666664,2010A039,Bjoraker
2010A,55241.166666666664,55241.4375,2010A043,Crockett
2010A,55241.4375,55241.666666666664,2010A039,Bjoraker
2010A,55242.166666666664,55242.4375,2010A043,Crockett
2010A,55242.4375,55242.666666666664,2010A039,Bjoraker
2010A,55243.166666666664,55243.427083333336,2010A095,Kim
2010A,55243.427083333336,55243.65277777778,2010A100,Vervack
2010A,55243.65277777778,55243.666666666664,2010A093,Schaller
2010A,55244.166666666664,55244.427083333336,2010A095,Kim
2010A,55244.427083333336,55244.666666666664,2010A047,Stockton
2010A,55245.166666666664,55245.427083333336,2010A095,Kim
2010A,55245.427083333336,55245.666666666664,2010A047,Stockton
2010A,55246.166666666664,55246.65277777778,2010A109,Emery
2010A,55246.65277777778,55246.666666666664,2010A093,Schaller
2010A,55247.166666666664,55247.4375,2010A063,Espaillat
2010A,55247.4375,55247.666666666664,2010A047,Stockton
2010A,55248.166666666664,55248.4375,2010A063,Espaillat
2010A,55248.4375,55248.666666666664,2010A047,Stockton
2010A,55249.166666666664,55249.415972222225,2010A029,Vernazza
2010A,55249.415972222225,55249.541666666664,2010A036,Binzel
2010A,55249.541666666664,55249.65277777778,2010A029,Vernazza
2010A,55249.65277777778,55249.666666666664,2010A093,Schaller
2010A,55250.166666666664,55250.415972222225,2010A029,Vernazza
2010A,55250.415972222225,55250.541666666664,2010A036,Binzel
2010A,55250.541666666664,55250.65277777778,2010A029,Vernazza
2010A,55250.65277777778,55250.666666666664,2010A093,Schaller
2010A,55251.166666666664,55251.333333333336,2010A023,Stencel
2010A,55251.333333333336,55251.541666666664,2010A998,Reddy
2010A,55251.541666666664,55251.65277777778,2010A029,Vernazza
2010A,55251.65277777778,55251.666666666664,2010A093,Schaller
2010A,55252.166666666664,55252.666666666664,2010A091,Kruger
2010A,55253.166666666664,55253.65277777778,2010A082,Vacca
2010A,55253.65277777778,55253.666666666664,2010A093,Schaller
2010A,55254.166666666664,55254.65277777778,2010A082,Vacca
2010A,55254.65277777778,55254.666666666664,2010A093,Schaller
2010A,55255.166666666664,55255.415972222225,2010A024,Sitko
2010A,55255.415972222225,55255.65277777778,2010A082,Vacca
2010A,55255.65277777778,55255.666666666664,2010A024,Schaller
2010A,55256.166666666664,55256.354166666664,2010A067,Liu
2010A,55256.354166666664,55256.65277777778,2010A027,Birlan
2010A,55256.65277777778,55256.666666666664,2010A093,Schaller
2010A,55257.166666666664,55257.65277777778,2010A067,Liu
2010A,55257.65277777778,55257.666666666664,2010A093,Schaller
2010A,55258.166666666664,55258.65277777778,2010A067,Liu
2010A,55258.65277777778,55258.666666666664,2010A093,Schaller
2010A,55259.166666666664,55259.375,2010A004,Sitko
2010A,55259.375,55259.65277777778,2010A024,Sitko
2010A,55259.65277777778,55259.666666666664,2010A093,Schaller
2010A,55260.166666666664,55260.65277777778,2010A091,Kruger
2010A,55260.65277777778,55260.666666666664,2010A093,Schaller
2010A,55261.166666666664,55261.65277777778,2010A109,Emery
2010A,55261.65277777778,55261.666666666664,2010A093,Schaller
2010A,55262.166666666664,55262.415972222225,2010A074,Herbst
2010A,55262.415972222225,55262.65277777778,2010A109,Emery
2010A,55262.65277777778,55262.666666666664,2010A093,Schaller
2010A,55263.166666666664,55263.333333333336,2010A077,Yang
2010A,55263.333333333336,55263.541666666664,2010A998,Reddy
2010A,55263.541666666664,55263.65277777778,2010A077,Yang
2010A,55263.65277777778,55263.666666666664,2010A093,Schaller
2010A,55265.083333333336,55265.583333333336,2010A046,Sonnabend
2010A,55266.083333333336,55266.583333333336,2010A046,Sonnabend
2010A,55267.083333333336,55267.583333333336,2010A046,Sonnabend
2010A,55268.166666666664,55268.4375,2010A112,Merline
2010A,55268.4375,55268.541666666664,2010A100,Vervack
2010A,55268.541666666664,55268.555555555555,2010A093,Schaller
2010A,55268.555555555555,55268.666666666664,2010A100,Vervack
2010A,55269.166666666664,55269.4375,2010A112,Merline
2010A,55269.4375,55269.541666666664,2010A100,Vervack
2010A,55269.541666666664,55269.555555555555,2010A093,Schaller
2010A,55269.555555555555,55269.666666666664,2010A100,Vervack
2010A,55270.166666666664,55270.4375,2010A112,Merline
2010A,55270.4375,55270.541666666664,2010A077,Yang
2010A,55270.541666666664,55270.555555555555,2010A093,Schaller
2010A,55270.555555555555,55270.666666666664,2010A077,Yang
2010A,55271.166666666664,55271.322916666664,2010A069,Howell
2010A,55271.322916666664,55271.541666666664,2010A033,Tokunaga
2010A,55271.541666666664,55271.555555555555,2010A093,Schaller
2010A,55271.555555555555,55271.666666666664,2010A033,Tokunaga
2010A,55272.166666666664,55272.541666666664,2010A033,Tokunaga
2010A,55272.541666666664,55272.555555555555,2010A093,Schaller
2010A,55272.555555555555,55272.666666666664,2010A033,Tokunaga
2010A,55273.166666666664,55273.375,2010A074,Herbst
2010A,55273.375,55273.541666666664,2010A077,Yang
2010A,55273.541666666664,55273.555555555555,2010A093,Schaller
2010A,55273.555555555555,55273.666666666664,2010A077,Yang
2010A,55274.166666666664,55274.354166666664,2010A069,Howell
2010A,55274.354166666664,55274.541666666664,2010A109,Emery
2010A,55274.541666666664,55274.555555555555,2010A093,Schaller
2010A,55274.555555555555,55274.666666666664,2010A109,Emery
2010A,55275.166666666664,55275.666666666664,2010A048,Fast
2010A,55276.166666666664,55276.666666666664,2010A048,Fast
2010A,55277.166666666664,55277.666666666664,2010A048,Fast
2010A,55278.166666666664,55278.666666666664,2010A048,Fast
2010A,55279.166666666664,55279.666666666664,2010A078,Livengood
2010A,55280.166666666664,55280.666666666664,2010A078,Livengood
2010A,55281.166666666664,55281.354166666664,2010A069,Howell
2010A,55281.354166666664,55281.666666666664,2010A009,Orton
2010A,55281.354166666664,55281.666666666664,2010A010,Orton
2010A,55282.166666666664,55282.415972222225,2010A998,Reddy
2010A,55282.415972222225,55282.430555555555,2010A093,Schaller
2010A,55282.430555555555,55282.541666666664,2010A998,Reddy
2010A,55282.541666666664,55282.666666666664,2010A070,Covey
2010A,55283.083333333336,55283.415972222225,2010A038,Villanueva
2010A,55283.415972222225,55283.430555555555,2010A093,Schaller
2010A,55283.430555555555,55283.666666666664,2010A077,Yang
2010A,55284.083333333336,55284.415972222225,2010A038,Villanueva
2010A,55284.415972222225,55284.430555555555,2010A093,Schaller
2010A,55284.430555555555,55284.666666666664,2010A077,Yang
2010A,55285.166666666664,55285.415972222225,2010A014,Krasnopolsky
2010A,55285.415972222225,55285.666666666664,2010A009,Orton
2010A,55285.415972222225,55285.666666666664,2010A010,Orton
2010A,55286.166666666664,55286.415972222225,2010A014,Krasnopolsky
2010A,55286.415972222225,55286.666666666664,2010A009,Orton
2010A,55286.415972222225,55286.666666666664,2010A010,Orton
2010A,55287.083333333336,55287.415972222225,2010A040,Novak
2010A,55287.415972222225,55287.541666666664,2010A009,Orton
2010A,55287.541666666664,55287.666666666664,2010A070,Covey
2010A,55288.083333333336,55288.415972222225,2010A040,Novak
2010A,55288.415972222225,55288.541666666664,2010A009,Orton
2010A,55288.541666666664,55288.666666666664,2010A070,Covey
2010A,55289.083333333336,55289.415972222225,2010A040,Novak
2010A,55289.415972222225,55289.541666666664,2010A009,Orton
2010A,55289.541666666664,55289.666666666664,2010A070,Covey
2010A,55290.166666666664,55290.415972222225,2010A109,Emery
2010A,55290.415972222225,55290.430555555555,2010A093,Schaller
2010A,55290.430555555555,55290.666666666664,2010A109,Emery
2010A,55291.166666666664,55291.666666666664,2010A012,Schlieder
2010A,55292.166666666664,55292.666666666664,2010A012,Schlieder
2010A,55293.166666666664,55293.666666666664,2010A012,Schlieder
2010A,55294.166666666664,55294.666666666664,2010A012,Schlieder
2010A,55295.166666666664,55295.415972222225,2010A103,Takir
2010A,55295.415972222225,55295.430555555555,2010A093,Schaller
2010A,55295.430555555555,55295.5625,2010A103,Takir
2010A,55295.5625,55295.666666666664,2010A070,Covey
2010A,55296.166666666664,55296.415972222225,2010A103,Takir
2010A,55296.415972222225,55296.430555555555,2010A093,Schaller
2010A,55296.430555555555,55296.666666666664,2010A103,Takir
2010A,55297.166666666664,55297.415972222225,2010A103,Takir
2010A,55297.415972222225,55297.430555555555,2010A093,Schaller
2010A,55297.430555555555,55297.666666666664,2010A103,Takir
2010A,55298.166666666664,55298.415972222225,2010A031,Steele
2010A,55298.415972222225,55298.430555555555,2010A093,Schaller
2010A,55298.430555555555,55298.666666666664,2010A031,Steele
2010A,55299.166666666664,55299.415972222225,2010A031,Steele
2010A,55299.415972222225,55299.430555555555,2010A093,Schaller
2010A,55299.430555555555,55299.666666666664,2010A031,Steele
2010A,55300.166666666664,55300.415972222225,2010A031,Steele
2010A,55300.415972222225,55300.430555555555,2010A093,Schaller
2010A,55300.430555555555,55300.666666666664,2010A031,Steele
2010A,55301.166666666664,55301.291666666664,2010A029,Vernazza
2010A,55301.291666666664,55301.415972222225,2010A036,Binzel
2010A,55301.416666666664,55301.541666666664,2010A036,Binzel
2010A,55301.541666666664,55301.666666666664,2010A029,Vernazza
2010A,55302.166666666664,55302.291666666664,2010A029,Vernazza
2010A,55302.291666666664,55302.415972222225,2010A036,Binzel
2010A,55302.415972222225,55302.430555555555,2010A093,Schaller
2010A,55302.430555555555,55302.541666666664,2010A036,Binzel
2010A,55302.541666666664,55302.666666666664,2010A070,Covey
2010A,55303.166666666664,55303.415972222225,2010A076,Noll
2010A,55303.415972222225,55303.430555555555,2010A093,Schaller
2010A,55303.430555555555,55303.666666666664,2010A076,Noll
2010A,55304.166666666664,55304.415972222225,2010A076,Noll
2010A,55304.415972222225,55304.430555555555,2010A093,Schaller
2010A,55304.430555555555,55304.666666666664,2010A076,Noll
2010A,55305.166666666664,55305.415972222225,2010A076,Noll
2010A,55305.415972222225,55305.430555555555,2010A093,Schaller
2010A,55305.430555555555,55305.5625,2010A076,Noll
2010A,55305.5625,55305.666666666664,2010A070,Covey
2010A,55306.166666666664,55306.666666666664,2010A999,Engineering
2010A,55307.166666666664,55307.666666666664,2010A999,Engineering
2010A,55308.166666666664,55308.666666666664,2010A999,Engineering
2010A,55309.166666666664,55309.666666666664,2010A999,Engineering
2010A,55310.166666666664,55310.415972222225,2010A092,Leighly
2010A,55310.415972222225,55310.430555555555,2010A093,Schaller
2010A,55310.430555555555,55310.666666666664,2010A092,Leighly
2010A,55311.166666666664,55311.415972222225,2010A092,Leighly
2010A,55311.415972222225,55311.430555555555,2010A093,Schaller
2010A,55311.430555555555,55311.666666666664,2010A092,Leighly
2010A,55312.166666666664,55312.415972222225,2010A092,Leighly
2010A,55312.415972222225,55312.430555555555,2010A093,Schaller
2010A,55312.430555555555,55312.666666666664,2010A092,Leighly
2010A,55313.166666666664,55313.415972222225,2010A099,Sheppard
2010A,55313.415972222225,55313.430555555555,2010A093,Schaller
2010A,55313.430555555555,55313.666666666664,2010A099,Sheppard
2010A,55314.166666666664,55314.415972222225,2010A099,Sheppard
2010A,55314.415972222225,55314.430555555555,2010A093,Schaller
2010A,55314.430555555555,55314.666666666664,2010A099,Sheppard
2010A,55315.166666666664,55315.415972222225,2010A039,Bjoraker
2010A,55315.415972222225,55315.666666666664,2010A063,Espaillat
2010A,55316.166666666664,55316.415972222225,2010A039,Bjoraker
2010A,55316.415972222225,55316.666666666664,2010A063,Espaillat
2010A,55317.166666666664,55317.415972222225,2010A064,Davison
2010A,55317.415972222225,55317.666666666664,2010A063,Espaillat
2010A,55318.166666666664,55318.40277777778,2010A998,Reddy
2010A,55318.40277777778,55318.415972222225,2010A093,Schaller
2010A,55318.415972222225,55318.583333333336,2010A049,Reddy
2010A,55318.583333333336,55318.666666666664,2010A070,Covey
2010A,55319.166666666664,55319.415972222225,2010A064,Davison
2010A,55319.415972222225,55319.583333333336,2010A049,Reddy
2010A,55319.583333333336,55319.666666666664,2010A070,Covey
2010A,55320.166666666664,55320.666666666664,2010A064,Davison
2010A,55321.166666666664,55321.666666666664,2010A064,Davison
2010A,55322.166666666664,55322.666666666664,2010A999,Engineering
2010A,55323.083333333336,55323.375,2010A038,Villanueva
2010A,55323.375,55323.541666666664,2010A064,Davison
2010A,55323.541666666664,55323.666666666664,2010A070,Covey
2010A,55324.083333333336,55324.375,2010A038,Villanueva
2010A,55324.375,55324.520833333336,2010A064,Davison
2010A,55324.520833333336,55324.666666666664,2010A057,Olkin
2010A,55325.166666666664,55325.333333333336,2010A029,Vernazza
2010A,55325.333333333336,55325.34722222222,2010A093,Schaller
2010A,55325.34722222222,55325.583333333336,2010A036,Binzel
2010A,55325.583333333336,55325.666666666664,2010A029,Vernazza
2010A,55326.166666666664,55326.333333333336,2010A029,Vernazza
2010A,55326.333333333336,55326.34722222222,2010A093,Schaller
2010A,55326.34722222222,55326.583333333336,2010A036,Binzel
2010A,55326.583333333336,55326.666666666664,2010A029,Vernazza
2010A,55327.166666666664,55327.333333333336,2010A029,Vernaza
2010A,55327.333333333336,55327.34722222222,2010A093,Schaller
2010A,55327.34722222222,55327.415972222225,2010A029,Vernazza
2010A,55327.415972222225,55327.583333333336,2010A049,Reddy
2010A,55327.583333333336,55327.666666666664,2010A070,Covey
2010A,55328.166666666664,55328.333333333336,2010A105,Miner
2010A,55328.333333333336,55328.34722222222,2010A093,Schaller
2010A,55328.34722222222,55328.427083333336,2010A105,Miner
2010A,55328.427083333336,55328.666666666664,2010A999,Engineering
2010A,55329.166666666664,55329.333333333336,2010A105,Miner
2010A,55329.333333333336,55329.34722222222,2010A093,Schaller
2010A,55329.34722222222,55329.427083333336,2010A105,Miner
2010A,55329.427083333336,55329.666666666664,2010A999,Engineering
2010A,55330.166666666664,55330.415972222225,2010A064,Davison
2010A,55330.415972222225,55330.65277777778,2010A008,Geballe
2010A,55330.65277777778,55330.666666666664,2010A032,Orton
2010A,55331.166666666664,55331.415972222225,2010A064,Davison
2010A,55331.415972222225,55331.666666666664,2010A008,Geballe
2010A,55332.166666666664,55332.415972222225,2010A027,Birlan
2010A,55332.415972222225,55332.666666666664,2010A008,Gaballe
2010A,55333.166666666664,55333.415972222225,2010A110,Liu
2010A,55333.415972222225,55333.666666666664,2010A008,Geballe
2010A,55334.166666666664,55334.415972222225,2010A110,Liu
2010A,55334.415972222225,55334.666666666664,2010A008,Geballe
2010A,55335.166666666664,55335.666666666664,2010A064,Davison
2010A,55336.166666666664,55336.180555555555,2010A093,Schaller
2010A,55336.180555555555,55336.415972222225,2010A045,Looper
2010A,55336.415972222225,55336.666666666664,2010A107,Knez
2010A,55337.166666666664,55337.180555555555,2010A093,Schaller
2010A,55337.180555555555,55337.415972222225,2010A045,Looper
2010A,55337.415972222225,55337.666666666664,2010A107,Knez
2010A,55338.166666666664,55338.180555555555,2010A093,Schaller
2010A,55338.180555555555,55338.415972222225,2010A045,Looper
2010A,55338.415972222225,55338.666666666664,2010A107,Knez
2010A,55339.166666666664,55339.180555555555,2010A093,Schaller
2010A,55339.180555555555,55339.415972222225,2010A045,Looper
2010A,55339.415972222225,55339.666666666664,2010A107,Knez
2010A,55340.166666666664,55340.180555555555,2010A093,Schaller
2010A,55340.180555555555,55340.415972222225,2010A045,Looper
2010A,55340.415972222225,55340.666666666664,2010A107,Knez
2010A,55341.166666666664,55341.180555555555,2010A093,Schaller
2010A,55341.180555555555,55341.541666666664,2010A045,Looper
2010A,55341.541666666664,55341.916666666664,2010A075,DiSanti
2010A,55342.166666666664,55342.180555555555,2010A093,Schaller
2010A,55342.180555555555,55342.541666666664,2010A045,Looper
2010A,55342.541666666664,55342.916666666664,2010A075,DiSanti
2010A,55343.166666666664,55343.180555555555,2010A093,Schaller
2010A,55343.180555555555,55343.541666666664,2010A045,Looper
2010A,55343.541666666664,55343.916666666664,2010A075,DiSanti
2010A,55344.166666666664,55344.180555555555,2010A093,Schaller
2010A,55344.180555555555,55344.541666666664,2010A109,Emery
2010A,55344.541666666664,55344.65277777778,2010A057,Olkin
2010A,55344.65277777778,55344.666666666664,2010A032,Orton
2010A,55345.166666666664,55345.666666666664,2010A020,Roe
2010A,55346.166666666664,55346.666666666664,2010A020,Roe
2010A,55347.166666666664,55347.666666666664,2010A020,Roe
2010A,55348.166666666664,55348.333333333336,2010A020,Roe
2010A,55348.333333333336,55348.666666666664,2010A053,Guerlet
2010A,55349.166666666664,55349.666666666664,2010A053,Guerlet
2010A,55350.166666666664,55350.666666666664,2010A051,Zhu
2010A,55351.166666666664,55351.666666666664,2010A051,Zhu
2010A,55352.166666666664,55352.666666666664,2010A041,Beck
2010A,55353.166666666664,55353.666666666664,2010A041,Beck
2010A,55354.166666666664,55354.666666666664,2010A041,Beck
2010A,55355.166666666664,55355.666666666664,2010A098,Spencer
2010A,55356.083333333336,55356.354166666664,2010A038,Villanueva
2010A,55356.354166666664,55356.65277777778,2010A105,Miner
2010A,55356.65277777778,55356.666666666664,2010A032,Orton
2010A,55357.083333333336,55357.354166666664,2010A038,Villanueva
2010A,55357.354166666664,55357.666666666664,2010A105,Miner
2010A,55358.166666666664,55358.180555555555,2010A093,Schaller
2010A,55358.180555555555,55358.666666666664,2010A059,Koss
2010A,55359.166666666664,55359.180555555555,2010A093,Schaller
2010A,55359.180555555555,55359.666666666664,2010A059,Koss
2010A,55360.166666666664,55360.333333333336,2010A002,Fieber-Beyer
2010A,55360.333333333336,55360.666666666664,2010A037,Swain
2010A,55361.166666666664,55361.180555555555,2010A093,Schaller
2010A,55361.180555555555,55361.666666666664,2010A002,Fieber-Beyer
2010A,55362.166666666664,55362.666666666664,2010A999,Engineering
2010A,55363.166666666664,55363.666666666664,2010A999,Engineering
2010A,55364.166666666664,55364.666666666664,2010A999,Engineering
2010A,55365.166666666664,55365.666666666664,2010A999,Engineering
2010A,55366.166666666664,55366.666666666664,2010A999,Engineering
2010A,55367.166666666664,55367.180555555555,2010A093,Schaller
2010A,55367.180555555555,55367.666666666664,2010A101,Stringfellow
2010A,55368.166666666664,55368.180555555555,2010A093,Schaller
2010A,55368.180555555555,55368.666666666664,2010A101,Stringfellow
2010A,55369.166666666664,55369.180555555555,2010A093,Schaller
2010A,55369.180555555555,55369.666666666664,2010A101,Stringfellow
2010A,55370.083333333336,55370.3125,2010A009,Orton
2010A,55370.083333333336,55370.3125,2010A010,Orton
2010A,55370.3125,55370.666666666664,2010A037,Swain
2010A,55371.083333333336,55371.333333333336,2010A009,Orton
2010A,55371.083333333336,55371.333333333336,2010A010,Orton
2010A,55371.333333333336,55371.5,2010A057,Olkin
2010A,55371.5,55371.666666666664,2010A011,Orton
2010A,55372.083333333336,55372.333333333336,2010A009,Orton
2010A,55372.083333333336,55372.333333333336,2010A010,Orton
2010A,55372.333333333336,55372.5,2010A057,Olkin
2010A,55372.5,55372.666666666664,2010A011,Orton
2010A,55373.166666666664,55373.666666666664,2010A079,Hanna
2010A,55374.166666666664,55374.666666666664,2010A079,Hanna
2010A,55375.166666666664,55375.666666666664,2010A079,Hanna
2010A,55376.166666666664,55376.666666666664,2010A079,Hanna
2010A,55377.083333333336,55377.333333333336,2010A009,Orton
2010A,55377.083333333336,55377.333333333336,2010A010,Orton
2010A,55377.333333333336,55377.5,2010A057,Olkin
2010A,55377.5,55377.666666666664,2010A011,Orton
2010A,55378.083333333336,55378.333333333336,2010A009,Orton
2010A,55378.083333333336,55378.333333333336,2010A010,Orton
2010A,55378.333333333336,55378.5,2010A057,Olkin
2010A,55378.5,55378.666666666664,2010A011,Orton
2010A,55379.166666666664,55379.666666666664,2010A999,Engineering
2010A,55380.166666666664,55380.333333333336,2010A999,Engineering
2010A,55380.333333333336,55380.666666666664,2010A037,Swain
