SEMESTER,MJD START,MJD END,PROGRAM,PI
2017A,57836.645833333336,57836.6875,2017A051,Corlies
2017A,57837.1875,57837.270833333336,2017A999,Engineering
2017A,57837.270833333336,57837.520833333336,2017A059,Vervack
2017A,57837.520833333336,57837.6875,2017A047,Stallard
2017A,57837.6875,57837.9375,2017A088,Bonev
2017A,57838.1875,57838.4375,2017A016,DeMeo
2017A,57838.4375,57838.6875,2017A012,Bjoraker
2017A,57839.1875,57839.270833333336,2017A999,Engineering
2017A,57839.270833333336,57839.458333333336,2017A046,Johnson
2017A,57839.458333333336,57839.6875,2017A034,Orton
2017A,57840.1875,57840.4375,2017A119,Burgasser
2017A,57840.4375,57840.6875,2017A012,Bjoraker
2017A,57841.1875,57841.3125,2017A999,Engineering
2017A,57841.3125,57841.5625,2017A034,Orton
2017A,57841.5625,57841.6875,2017A107,Zhang
2017A,57842.020833333336,57842.145833333336,2017A099,Kaluna
2017A,57842.1875,57842.291666666664,2017A999,Engineering
2017A,57842.291666666664,57842.541666666664,2017A055,Rivkin
2017A,57842.541666666664,57842.569444444445,2017A035,Orton
2017A,57842.569444444445,57842.59722222222,2017A043,Spencer
2017A,57842.59722222222,57842.62847222222,2017A051,Corlies
2017A,57842.62847222222,57842.6875,2017A999,Engineering
2017A,57843.1875,57843.291666666664,2017A999,Engineering
2017A,57843.291666666664,57843.458333333336,2017A049,Howell
2017A,57843.458333333336,57843.520833333336,2017A043,Spencer
2017A,57843.520833333336,57843.54861111111,2017A035,Orton
2017A,57843.54861111111,57843.583333333336,2017A999,Engineering
2017A,57843.583333333336,57843.875,2017A030,Mumma
2017A,57844.166666666664,57844.583333333336,2017A085,DiSanti
2017A,57844.583333333336,57844.875,2017A030,Mumma
2017A,57845.180555555555,57845.430555555555,2017A067,Emery
2017A,57845.430555555555,57845.47222222222,2017A113,Wooden
2017A,57845.47222222222,57845.680555555555,2017A047,Stallard
2017A,57846.180555555555,57846.415972222225,2017A017,Reddy
2017A,57846.415972222225,57846.916666666664,2017A030,Mumma
2017A,57847.180555555555,57847.415972222225,2017A994,Hodapp
2017A,57847.415972222225,57847.916666666664,2017A030,Mumma
2017A,57848.180555555555,57848.333333333336,2017A999,Engineering
2017A,57848.333333333336,57848.583333333336,2017A075,Paganini
2017A,57848.583333333336,57848.875,2017A074,Keane
2017A,57849.180555555555,57849.430555555555,2017A999,Engineering
2017A,57849.430555555555,57849.680555555555,2017A081,Plavchan
2017A,57850.208333333336,57850.708333333336,2017A999,Engineering
2017A,57851.208333333336,57851.708333333336,2017A009,Woodward
2017A,57852.208333333336,57852.708333333336,2017A009,Woodward
2017A,57853.208333333336,57853.458333333336,2017A009,Woodward
2017A,57853.458333333336,57853.708333333336,2017A999,Engineering
2017A,57854.180555555555,57854.34722222222,2017A999,Engineering
2017A,57854.34722222222,57854.47222222222,2017A062,Tsang
2017A,57854.47222222222,57854.680555555555,2017A047,Stallard
2017A,57855.180555555555,57855.34722222222,2017A999,Engineering
2017A,57855.34722222222,57855.47222222222,2017A062,Tsang
2017A,57855.47222222222,57855.680555555555,2017A081,Plavchan
2017A,57856.180555555555,57856.34722222222,2017A999,Engineering
2017A,57856.34722222222,57856.430555555555,2017A057,Hebrard
2017A,57856.430555555555,57856.680555555555,2017A090,Gaidos
2017A,57856.680555555555,57856.84722222222,2017A993,Mumma
2017A,57857.180555555555,57857.34722222222,2017A999,Engineering
2017A,57857.34722222222,57857.430555555555,2017A057,Hebrard
2017A,57857.430555555555,57857.680555555555,2017A085,DiSanti
2017A,57857.680555555555,57857.84722222222,2017A993,Mumma
2017A,57858.180555555555,57858.34722222222,2017A999,Engineering
2017A,57858.34722222222,57858.430555555555,2017A057,Hebrard
2017A,57858.430555555555,57858.680555555555,2017A085,DiSanti
2017A,57858.680555555555,57858.84722222222,2017A992,Bonev
2017A,57859.180555555555,57859.34722222222,2017A999,Engineering
2017A,57859.34722222222,57859.430555555555,2017A057,Hebrard
2017A,57859.430555555555,57859.680555555555,2017A088,Bonev
2017A,57859.680555555555,57859.84722222222,2017A992,Bonev
2017A,57860.180555555555,57860.34722222222,2017A090,Gaidos
2017A,57860.34722222222,57860.430555555555,2017A057,Hebrard
2017A,57860.430555555555,57860.680555555555,2017A088,Bonev
2017A,57861.180555555555,57861.47222222222,2017A999,Engineering
2017A,57861.47222222222,57861.680555555555,2017A047,Stallard
2017A,57862.180555555555,57862.430555555555,2017A089,Newton
2017A,57862.430555555555,57862.680555555555,2017A052,Brittain
2017A,57863.180555555555,57863.305555555555,2017A991,Newton
2017A,57863.305555555555,57863.430555555555,2017A990,Johnson
2017A,57863.430555555555,57863.555555555555,2017A989,Roth
2017A,57863.555555555555,57863.680555555555,2017A988,Brittain
2017A,57864.180555555555,57864.34722222222,2017A991,Newton
2017A,57864.34722222222,57864.479166666664,2017A990,Johnson
2017A,57864.479166666664,57864.604166666664,2017A993,Mumma
2017A,57864.604166666664,57864.625,2017A999,Engineering
2017A,57864.625,57864.84722222222,2017A072,Young
2017A,57865.180555555555,57865.430555555555,2017A067,Emery
2017A,57865.430555555555,57865.680555555555,2017A024,Esplin
2017A,57865.680555555555,57865.84722222222,2017A072,Young
2017A,57866.180555555555,57866.32638888889,2017A999,Engineering
2017A,57866.32638888889,57866.430555555555,2017A101,Thomas
2017A,57866.430555555555,57866.680555555555,2017A024,Esplin
2017A,57866.680555555555,57866.84722222222,2017A072,Young
2017A,57867.180555555555,57867.305555555555,2017A999,Engineering
2017A,57867.305555555555,57867.430555555555,2017A049,Howell
2017A,57867.430555555555,57867.680555555555,2017A024,Esplin
2017A,57867.680555555555,57867.84722222222,2017A072,Young
2017A,57868.180555555555,57868.270833333336,2017A999,Engineering
2017A,57868.270833333336,57868.3125,2017A113,Wooden
2017A,57868.3125,57868.375,2017A043,Spencer
2017A,57868.375,57868.680555555555,2017A024,Esplin
2017A,57868.680555555555,57868.84722222222,2017A072,Young
2017A,57869.180555555555,57869.430555555555,2017A016,DeMeo
2017A,57869.430555555555,57869.680555555555,2017A054,Sullivan
2017A,57869.680555555555,57869.84722222222,2017A072,Young
2017A,57870.180555555555,57870.430555555555,2017A997,Moore
2017A,57870.430555555555,57870.680555555555,2017A054,Sullivan
2017A,57870.680555555555,57870.84722222222,2017A072,Young
2017A,57871.180555555555,57871.430555555555,2017A104,Magnier
2017A,57871.430555555555,57871.680555555555,2017A054,Sullivan
2017A,57871.680555555555,57871.84722222222,2017A072,Young
2017A,57872.180555555555,57872.430555555555,2017A997,Moore
2017A,57872.430555555555,57872.680555555555,2017A093,Birkby
2017A,57872.680555555555,57872.84722222222,2017A072,Young
2017A,57873.180555555555,57873.430555555555,2017A044,Bus
2017A,57873.430555555555,57873.680555555555,2017A054,Sullivan
2017A,57873.680555555555,57873.84722222222,2017A072,Young
2017A,57874.180555555555,57874.34722222222,2017A017,Reddy
2017A,57874.34722222222,57874.430555555555,2017A003,Landt
2017A,57874.430555555555,57874.680555555555,2017A093,Birkby
2017A,57874.680555555555,57874.84722222222,2017A072,Young
2017A,57875.177083333336,57875.385416666664,2017A017,Reddy
2017A,57875.385416666664,57875.447916666664,2017A043,Spencer
2017A,57875.447916666664,57875.53125,2017A083,Ansdell
2017A,57875.53125,57875.5625,2017A051,Corlies
2017A,57875.5625,57875.625,2017A053,Rich
2017A,57875.625,57875.84375,2017A072,Young
2017A,57876.177083333336,57876.510416666664,2017A064,Takir
2017A,57876.510416666664,57876.677083333336,2017A070,Goto
2017A,57876.677083333336,57876.84375,2017A072,Young
2017A,57877.177083333336,57877.510416666664,2017A042,Sand
2017A,57877.510416666664,57877.677083333336,2017A070,Goto
2017A,57877.677083333336,57877.84375,2017A072,Young
2017A,57878.177083333336,57878.677083333336,2017A030,Mumma
2017A,57878.677083333336,57878.84375,2017A072,Young
2017A,57879.177083333336,57879.677083333336,2017A030,Mumma
2017A,57879.677083333336,57879.84375,2017A072,Young
2017A,57880.177083333336,57880.645833333336,2017A102,Gagliuffi
2017A,57880.645833333336,57880.895833333336,2017A059,Vervack
2017A,57881.177083333336,57881.427083333336,2017A107,Zhang
2017A,57881.427083333336,57881.677083333336,2017A004,Mann
2017A,57882.177083333336,57882.34375,2017A073,Grunblatt
2017A,57882.34375,57882.427083333336,2017A003,Landt
2017A,57882.427083333336,57882.458333333336,2017A035,Orton
2017A,57882.458333333336,57882.520833333336,2017A043,Spencer
2017A,57882.520833333336,57882.552083333336,2017A051,Corlies
2017A,57882.552083333336,57882.59375,2017A071,Kobulnicky
2017A,57882.59375,57882.677083333336,2017A987,Grosso
2017A,57883.177083333336,57883.399305555555,2017A107,Zhang
2017A,57883.399305555555,57883.427083333336,2017A035,Orton
2017A,57883.427083333336,57883.677083333336,2017A047,Stallard
2017A,57884.177083333336,57884.229166666664,2017A999,Engineering
2017A,57884.229166666664,57884.291666666664,2017A043,Spencer
2017A,57884.291666666664,57884.46875,2017A004,Mann
2017A,57884.46875,57884.5,2017A051,Corlies
2017A,57884.5,57884.583333333336,2017A083,Ansdell
2017A,57884.583333333336,57884.875,2017A061,Gibb
2017A,57885.177083333336,57885.415972222225,2017A986,Zhang
2017A,57885.415972222225,57885.583333333336,2017A029,Martin
2017A,57885.583333333336,57885.875,2017A061,Gibb
2017A,57886.177083333336,57886.427083333336,2017A089,Newton
2017A,57886.427083333336,57886.583333333336,2017A083,Ansdell
2017A,57886.583333333336,57886.875,2017A061,Gibb
2017A,57887.177083333336,57887.677083333336,2017A998,Skinner
2017A,57888.177083333336,57888.34375,2017A999,Engineering
2017A,57888.34375,57888.427083333336,2017A003,Landt
2017A,57888.427083333336,57888.458333333336,2017A043,Spencer
2017A,57888.458333333336,57888.489583333336,2017A051,Corlies
2017A,57888.489583333336,57888.53125,2017A999,Engineering
2017A,57888.53125,57888.677083333336,2017A095,Lisse
2017A,57888.729166666664,57888.854166666664,2017A099,Kaluna
2017A,57889.177083333336,57889.260416666664,2017A999,Engineering
2017A,57889.260416666664,57889.677083333336,2017A036,Connelley
2017A,57890.177083333336,57890.260416666664,2017A999,Engineering
2017A,57890.260416666664,57890.677083333336,2017A036,Connelley
2017A,57891.177083333336,57891.427083333336,2017A012,Bjoraker
2017A,57891.427083333336,57891.59375,2017A029,Martin
2017A,57891.59375,57891.90625,2017A074,Keane
2017A,57892.125,57892.333333333336,2017A046,Johnson
2017A,57892.333333333336,57892.479166666664,2017A034,Orton
2017A,57892.479166666664,57892.583333333336,2017A031,Stringfellow
2017A,57892.583333333336,57892.625,2017A042,Sand
2017A,57893.177083333336,57893.46875,2017A034,Orton
2017A,57893.46875,57893.677083333336,2017A031,Stringfellow
2017A,57894.177083333336,57894.427083333336,2017A012,Bjoraker
2017A,57894.427083333336,57894.552083333336,2017A095,Lisse
2017A,57894.552083333336,57894.677083333336,2017A063,Olkin
2017A,57895.177083333336,57895.46875,2017A017,Reddy
2017A,57895.46875,57895.552083333336,2017A118,Thomas
2017A,57895.552083333336,57895.677083333336,2017A063,Olkin
2017A,57896.177083333336,57896.302083333336,2017A044,Bus
2017A,57896.302083333336,57896.552083333336,2017A020,Chu
2017A,57896.552083333336,57896.677083333336,2017A063,Olkin
2017A,57897.177083333336,57897.302083333336,2017A999,Engineering
2017A,57897.302083333336,57897.510416666664,2017A020,Chu
2017A,57897.510416666664,57897.552083333336,2017A042,Sand
2017A,57897.552083333336,57897.677083333336,2017A063,Olkin
2017A,57898.177083333336,57898.291666666664,2017A999,Engineering
2017A,57898.291666666664,57898.375,2017A003,Landt
2017A,57898.375,57898.4375,2017A043,Spencer
2017A,57898.4375,57898.46875,2017A051,Corlies
2017A,57898.46875,57898.510416666664,2017A053,Rich
2017A,57898.510416666664,57898.677083333336,2017A063,Olkin
2017A,57899.177083333336,57899.302083333336,2017A999,Engineering
2017A,57899.302083333336,57899.552083333336,2017A020,Chu
2017A,57899.552083333336,57899.677083333336,2017A063,Olkin
2017A,57900.135416666664,57900.375,2017A999,Engineering
2017A,57900.375,57900.635416666664,2017A049,Howell
2017A,57901.135416666664,57901.375,2017A039,Greathouse
2017A,57901.375,57901.635416666664,2017A097,Sellgren
2017A,57902.135416666664,57902.375,2017A039,Greathouse
2017A,57902.375,57902.635416666664,2017A097,Sellgren
2017A,57903.135416666664,57903.375,2017A008,Tsang
2017A,57903.375,57903.635416666664,2017A097,Sellgren
2017A,57904.135416666664,57904.322916666664,2017A048,Sinclair
2017A,57904.322916666664,57904.395833333336,2017A999,Engineering
2017A,57904.395833333336,57904.541666666664,2017A096,Hankins
2017A,57904.541666666664,57904.635416666664,2017A999,Engineering
2017A,57905.135416666664,57905.322916666664,2017A048,Sinclair
2017A,57905.322916666664,57905.395833333336,2017A999,Engineering
2017A,57905.395833333336,57905.541666666664,2017A096,Hankins
2017A,57905.541666666664,57905.635416666664,2017A999,Engineering
2017A,57906.135416666664,57906.375,2017A065,Fouchet
2017A,57906.375,57906.635416666664,2017A049,Howell
2017A,57907.135416666664,57907.375,2017A014,Fletcher
2017A,57907.375,57907.427083333336,2017A051,Corlies
2017A,57907.427083333336,57907.635416666664,2017A080,Mauerhan
2017A,57908.135416666664,57908.375,2017A014,Fletcher
2017A,57908.375,57908.635416666664,2017A080,Mauerhan
2017A,57909.135416666664,57909.375,2017A039,Greathouse
2017A,57909.375,57909.635416666664,2017A117,Lisse
2017A,57910.135416666664,57910.375,2017A039,Greathouse
2017A,57910.375,57910.635416666664,2017A117,Lisse
2017A,57911.180555555555,57911.430555555555,2017A067,Emery
2017A,57911.430555555555,57911.680555555555,2017A106,Hardegree-Ullman
2017A,57912.180555555555,57912.22222222222,2017A035,Orton
2017A,57912.22222222222,57912.25,2017A043,Spencer
2017A,57912.25,57912.555555555555,2017A049,Howell
2017A,57912.555555555555,57912.586805555555,2017A051,Corlies
2017A,57912.586805555555,57912.680555555555,2017A042,Sand
2017A,57913.208333333336,57913.875,2017A030,Mumma
2017A,57914.180555555555,57914.305555555555,2017A003,Landt
2017A,57914.305555555555,57914.680555555555,2017A013,Burgasser
2017A,57915.208333333336,57915.875,2017A030,Mumma
2017A,57916.180555555555,57916.430555555555,2017A059,Vervack
2017A,57916.430555555555,57916.461805555555,2017A051,Corlies
2017A,57916.461805555555,57916.680555555555,2017A106,Hardegree-Ullman
2017A,57917.180555555555,57917.680555555555,2017A115,Liu
2017A,57918.180555555555,57918.430555555555,2017A093,Birkby
2017A,57918.430555555555,57918.680555555555,2017A078,Goto
2017A,57919.180555555555,57919.680555555555,2017A115,Liu
2017A,57920.180555555555,57920.430555555555,2017A093,Birkby
2017A,57920.430555555555,57920.680555555555,2017A078,Goto
2017A,57921.180555555555,57921.34375,2017A044,Bus
2017A,57921.34375,57921.385416666664,2017A053,Rich
2017A,57921.385416666664,57921.447916666664,2017A043,Spencer
2017A,57921.447916666664,57921.680555555555,2017A031,Stringfellow
2017A,57922.180555555555,57922.430555555555,2017A056,Kellogg
2017A,57922.430555555555,57922.680555555555,2017A081,Plavchan
2017A,57923.145833333336,57923.208333333336,2017A043,Spencer
2017A,57923.208333333336,57923.239583333336,2017A035,Orton
2017A,57923.239583333336,57923.364583333336,2017A049,Howell
2017A,57923.364583333336,57923.4375,2017A107,Zhang
2017A,57923.4375,57923.645833333336,2017A031,Stringfellow
2017A,57924.180555555555,57924.305555555555,2017A003,Landt
2017A,57924.305555555555,57924.333333333336,2017A035,Orton
2017A,57924.333333333336,57924.364583333336,2017A051,Corlies
2017A,57924.364583333336,57924.430555555555,2017A107,Zhang
2017A,57924.430555555555,57924.680555555555,2017A031,Stringfellow
2017A,57925.180555555555,57925.305555555555,2017A042,Sand
2017A,57925.305555555555,57925.555555555555,2017A097,Sellgren
2017A,57925.555555555555,57925.680555555555,2017A042,Sand
2017A,57926.180555555555,57926.305555555555,2017A064,Takir
2017A,57926.305555555555,57926.555555555555,2017A097,Sellgren
2017A,57926.555555555555,57926.680555555555,2017A064,Takir
2017A,57927.180555555555,57927.305555555555,2017A017,Reddy
2017A,57927.305555555555,57927.555555555555,2017A097,Sellgren
2017A,57927.555555555555,57927.680555555555,2017A017,Reddy
2017A,57928.180555555555,57928.680555555555,2017A076,Protopapa
2017A,57929.180555555555,57929.430555555555,2017A093,Birkby
2017A,57929.430555555555,57929.680555555555,2017A119,Burgasser
2017A,57930.180555555555,57930.23263888889,2017A035,Orton
2017A,57930.23263888889,57930.29513888889,2017A043,Spencer
2017A,57930.29513888889,57930.680555555555,2017A081,Plavchan
2017A,57931.180555555555,57931.430555555555,2017A093,Birkby
2017A,57931.430555555555,57931.680555555555,2017A115,Liu
2017A,57932.180555555555,57932.305555555555,2017A003,Landt
2017A,57932.305555555555,57932.336805555555,2017A051,Corlies
2017A,57932.336805555555,57932.680555555555,2017A106,Hardegree-Ullman
2017A,57933.180555555555,57933.458333333336,2017A023,Ansdell
2017A,57933.458333333336,57933.680555555555,2017A106,Hardegree-Ullman
2017A,57934.180555555555,57934.458333333336,2017A023,Ansdell
2017A,57934.458333333336,57934.680555555555,2017A064,Takir
2017A,57935.180555555555,57935.458333333336,2017A023,Ansdell
2017A,57935.458333333336,57935.680555555555,2017A090,Gaidos
2017A,57936.18402777778,57936.538194444445,2017A110,Crossfield
2017A,57936.538194444445,57936.68402777778,2017A999,Engineering
2017A,57937.18402777778,57937.322916666664,2017A003,Landt
2017A,57937.322916666664,57937.385416666664,2017A043,Spencer
2017A,57937.385416666664,57937.42013888889,2017A051,Corlies
2017A,57937.42013888889,57937.68402777778,2017A017,Reddy
2017A,57938.18402777778,57938.68402777778,2017A013,Burgasser
2017A,57939.18402777778,57939.39236111111,2017A061,Gibb
2017A,57939.39236111111,57939.54861111111,2017A081,Plavchan
2017A,57939.54861111111,57939.68402777778,2017A985,Boogert
2017A,57940.18402777778,57940.39236111111,2017A061,Gibb
2017A,57940.39236111111,57940.68402777778,2017A016,DeMeo
2017A,57941.18402777778,57941.39236111111,2017A061,Gibb
2017A,57941.39236111111,57941.68402777778,2017A042,Sand
2017A,57942.135416666664,57942.354166666664,2017A999,Engineering
2017A,57942.354166666664,57942.458333333336,2017A045,Bezard
2017A,57942.458333333336,57942.53125,2017A999,Engineering
2017A,57942.53125,57942.635416666664,2017A006,Young
2017A,57943.135416666664,57943.3125,2017A048,Sinclair
2017A,57943.3125,57943.458333333336,2017A045,Bezard
2017A,57943.458333333336,57943.572916666664,2017A118,Thomas
2017A,57943.572916666664,57943.635416666664,2017A999,Engineering
